CAD_commit,pair,grid,frequency_MHz,Sdd11_dB,Scd21_dB,insertion_loss_dB
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,110,-44.97224636875006,-70.54818397375203,0.00022260297719643024
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,111,-44.8937293950906,-70.47066272912527,0.00021856174039621947
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,112,-44.81591809707262,-70.39384457242228,0.00021454773211408663
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,113,-44.73879993740664,-70.31771668959018,0.0002105623923012147
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,114,-44.66236271003712,-70.24226659693413,0.00020660716191995085
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,115,-44.586594528566195,-70.16748212955548,0.0002026834826661198
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,116,-44.51148381518384,-70.09335143035399,0.00019879279671352094
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,117,-44.43701929006618,-70.0198629394494,0.00019493654643721258
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,118,-44.363189961231704,-69.94700538407818,0.00019111617414065677
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,119,-44.289985114820354,-69.87476776894776,0.00018733312180022556
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,120,-44.217394305781596,-69.80313936693301,0.00018358883078077983
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,121,-44.14540734894974,-69.7321097102621,0.00017988474158018176
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,122,-44.074014310484415,-69.66166858193509,0.0001762222935516301
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,123,-44.00320549966089,-69.59180600758418,0.00017260292464046397
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,124,-43.932971460994395,-69.52251224767559,0.00016902807111518313
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,125,-43.86330296667924,-69.45377778996638,0.0001654991672907569
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,126,-43.79419100932911,-69.38559334228187,0.0001620176452770084
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,127,-43.72562679500531,-69.31794982563055,0.00015858493469325012
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,128,-43.65760173651606,-69.2508383675434,0.00015520246241667394
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,129,-43.59010744698074,-69.1842502956469,0.00015187165229602756
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,130,-43.52313573363862,-69.118177131565,0.00014859392490483214
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,131,-43.456678591896164,-69.05261058501416,0.00014537069726085
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,132,-43.390728199600524,-68.98754254810035,0.00014220338257255684
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,133,-43.32527691153062,-68.92296508987224,0.0001390933899624723
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,134,-43.26031725409238,-68.85887045107926,0.00013604212421074408
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,135,-43.19584192021168,-68.79525103911024,0.00013305098547076858
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,136,-43.131843764416935,-68.7320994230945,0.00013012136905328226
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,137,-43.06831579809996,-68.66940832927168,0.00012725466510534193
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,138,-43.005251184951724,-68.6071706364291,0.00012445225838959883
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,139,-42.94264323655917,-68.5453793715861,0.0001217155280105362
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,140,-42.880485408164034,-68.48402770574612,0.00011904584715324507
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,141,-42.81877129456893,-68.42310894994255,0.00011644458281930941
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,142,-42.757494626190294,-68.36261655127596,0.00011391309558197975
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,143,-42.69664926524995,-68.30254408916319,0.00011145273932206191
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,144,-42.636229202096374,-68.24288527174713,0.00010906486096766496
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,145,-42.57622855165846,-68.18363393236015,0.0001067508002493801
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,146,-42.5166415500152,-68.1247840261833,0.00010451188943521027
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,147,-42.457462551088184,-68.06632962695842,0.0001023494530838235
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,148,-42.39868602344025,-68.00826492387357,0.0001002648077987721
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,149,-42.340306547188135,-67.95058421848798,9.825926197499856e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,main,150,-42.28231881101302,-67.89328192181895,9.633411553087748e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,1,-86.75344008575556,-90.70569030141128,0.0005577938262387896
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,2,-80.73471162053865,-89.17047151425761,0.0005576663147316371
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,3,-77.21324202697086,-87.42033889364536,0.0005574538285148941
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,4,-74.71460231132565,-85.7639209878131,0.0005571564170168568
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,5,-72.77647612494022,-84.27885396409488,0.0005567741494325003
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,6,-71.19290372647248,-82.96277869642802,0.0005563071147041814
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,7,-69.85401240234488,-81.79354458836109,0.000555755421510052
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,8,-68.69421551501544,-80.7475420876684,0.0005551191982302903
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,9,-67.67120739502899,-79.80433487693658,0.00055439859294226
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,10,-66.75610160754489,-78.94724845971126,0.0005535937733848056
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,11,-65.9282944270296,-78.16289915313357,0.0005527049269408701
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,12,-65.17257271423016,-77.4405504216076,0.0005517322605786392
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,13,-64.4773833809771,-76.77153820304613,0.0005506760008274019
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,14,-63.833745991908316,-76.14881120676371,0.0005495363937524433
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,15,-63.23454142405194,-75.5665768431411,0.0005483137048778588
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,16,-62.674030566788694,-75.02003169347796,0.0005470082191739778
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,17,-62.14751918872313,-74.50515641587712,0.0005456202409888519
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,18,-61.65111874046242,-74.01855891285413,0.000544150093987455
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,19,-61.18157191503548,-73.5573535088106,0.0005425981211034176
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,20,-60.73612300411446,-73.11906706967707,0.0005409646844618268
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,21,-60.3124199176204,-72.7015654028215,0.0005392501653627814
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,22,-59.90843901740008,-72.3029950399154,0.00053745496414343
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,23,-59.52242667309993,-71.92173678660605,0.0005355795001480192
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,24,-59.15285326555919,-71.55636835075686,0.000533624211659364
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,25,-58.79837658596845,-71.2056340355789,0.0005315895557898108
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,26,-58.457812417775216,-70.86841997665934,0.0005294760084281335
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,27,-58.130110673527156,-70.54373376462947,0.000527284064122777
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,28,-57.81433587362397,-70.23068756403897,0.0005250142360268203
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,29,-57.509651052150275,-69.92848403996904,0.0005226670557889308
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,30,-57.21530439224598,-69.63640455528095,0.0005202430734578187
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,31,-56.930618053674266,-69.35379921644778,0.0005177428573741524
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,32,-56.654978774761354,-69.08007843375503,0.0005151669940962248
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,33,-56.38782992093023,-68.81470572962787,0.0005125160882629339
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,34,-56.128664720588084,-68.55719158139416,0.0005097907625098017
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,35,-55.87702048176333,-68.3070881260541,0.0005069916573531671
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,36,-55.63247362364721,-68.06398458703003,0.0005041194310444814
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,37,-55.39463538901933,-67.82750330851536,0.0005011747595056104
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,38,-55.16314812856536,-67.59729630357458,0.0004981583361619107
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,39,-54.93768206792317,-67.37304223852409,0.000495070871837024
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,40,-54.71793248410756,-67.15444378930965,0.0004919130946197045
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,41,-54.50361723063263,-66.94122531645166,0.0004886857497431809
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,42,-54.29447456090533,-66.73313081366346,0.00048538959944426557
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,43,-54.09026120776477,-66.5299220926001,0.00048202542280799697
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,44,-53.89075068382789,-66.33137717191795,0.00047859401567014394
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,45,-53.69573177285514,-66.13728884379847,0.00047509619043387895
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,46,-53.50500718694501,-65.94746339501239,0.000471532775937563
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,47,-53.318392368148444,-65.76171946303388,0.00046790461732252936
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,48,-53.135714416260996,-65.57988701050724,0.0004642125758439686
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,49,-52.95681112717604,-65.40180640370326,0.0004604575287531771
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,50,-52.78153012839291,-65.22732758257268,0.00045664036912483494
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,51,-52.609728100139144,-65.05630931175936,0.00045276200568235536
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,52,-52.441270072121846,-64.88861850324382,0.00044882336265891537
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,53,-52.27602878727349,-64.72412960264322,0.00044482537962087557
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,54,-52.113884124967036,-64.56272403205175,0.0004407690112825203
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,55,-51.954722577159885,-64.40428968336853,0.00043665522737094584
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,56,-51.79843677173409,-64.24872045668866,0.0004324850124128335
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,57,-51.64492503803578,-64.09591583907832,0.00042825936558101393
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,58,-51.49409101018888,-63.945780519526835,0.00042397930051403076
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,59,-51.34584326432535,-63.79822403646136,0.00041964584510484224
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,60,-51.20009498630302,-63.6531604545785,0.00041526004136571075
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,61,-51.05676366688675,-63.51050806805661,0.00041082294519761866
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,62,-50.91577082171983,-63.37018912772584,0.0004063356262001891
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,63,-50.777041733695626,-63.23212958978559,0.0004017991675278968
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,64,-50.640505215618596,-63.09625888416923,0.000397214665637306
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,65,-50.50609339126793,-62.96250970068294,0.00039258323010567264
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,66,-50.37374149317525,-62.83081779132431,0.00038790598345629754
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,67,-50.24338767560546,-62.7011217873574,0.00038318406093373447
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,68,-50.11497284139849,-62.573363029786854,0.0003784186102896063
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,69,-49.98844048144558,-62.447485412152155,0.00037361079160314005
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,70,-49.86373652571942,-62.323435234517746,0.0003687617770505919
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,71,-49.74080920486786,-62.20116106773207,0.0003638727506833528
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,72,-49.61960892149034,-62.08061362714946,0.0003589449082706677
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,73,-49.500088130288624,-61.96174565494594,0.0003539794570054169
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,74,-49.38220122637584,-61.84451181042813,0.0003489776153439454
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,75,-49.26590444107828,-61.72886856763357,0.0003439406127484934
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,76,-49.151155744638956,-61.61477411966871,0.00033886968951449254
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,77,-49.037914755286636,-61.502188289269796,0.0003337660964831046
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,78,-48.92614265416111,-61.3910724450878,0.0003286310948559848
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,79,-48.815802105667615,-61.2813894232849,0.00032346595596954386
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,80,-48.70685718283576,-61.17310345401464,0.00031827196104124557
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,81,-48.59927329731591,-61.06618009246751,0.0003130504009506238
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,82,-48.4930171336715,-60.960586154089846,0.0003078025760106578
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,83,-48.388056587650595,-60.85628965375043,0.0003025297957169698
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,84,-48.284360708160044,-60.75325974849824,0.00029723337853077757
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,85,-48.18189964266685,-60.65146668368641,0.0002919146516232748
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,86,-48.080644585797465,-60.55088174227031,0.0002865749506441234
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,87,-47.980567730904546,-60.451477196963225,0.00028121561948126893
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,88,-47.88164222440578,-60.35322626518592,0.00027583800999954263
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,89,-47.783842122698644,-60.25610306646094,0.0002704434818216985
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,90,-47.68714235148291,-60.16008258226901,0.0002650334020679851
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,91,-47.59151866733541,-60.06514061803814,0.00025960914510729283
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,92,-47.49694762137557,-59.97125376724696,0.0002541720923063754
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,93,-47.40340652490488,-59.87839937744519,0.00024872363179257535
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,94,-47.31087341687687,-59.78655551806986,0.00024326515818087093
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,95,-47.21932703309135,-59.69570094999021,0.00023779807233950074
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,96,-47.12874677700036,-59.605815096606875,0.00023232378112762495
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,97,-47.039112692029725,-59.516878016467594,0.00022684369713781146
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,98,-46.95040543531485,-59.428870377264374,0.00022135923844238272
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,99,-46.862606252774704,-59.34177343116234,0.00021587182833012218
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,100,-46.775696955436096,-59.25556899134793,0.00021038289506612832
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,101,-46.68965989693579,-59.17023940975124,0.0002048938716044192
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,102,-46.604477952131376,-59.08576755585558,0.00019940619534875728
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,103,-46.52013449675549,-59.002136796546836,0.00019392130787876155
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,104,-46.43661338805415,-58.91933097692121,0.00018844065468759478
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,105,-46.35389894634814,-58.8373344020071,0.00018296568494183455
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,106,-46.27197593747255,-58.75613181936801,0.00017749785117770063
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,107,-46.190829556037485,-58.67570840251345,0.00017203860907057594
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,108,-46.11044540946834,-58.59604973504962,0.0001665894171476352
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,109,-46.03080950278358,-58.51714179561351,0.00016115173653712144
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,110,-45.951908224062905,-58.43897094344763,0.00015572703069351786
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,111,-45.87372833057836,-58.36152390463749,0.000150316765136224
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,112,-45.79625693554355,-58.284787758985814,0.00014492240716701955
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,113,-45.7194814954536,-58.20874992743376,0.00013954542563092756
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,114,-45.64338979798214,-58.13339816005801,0.0001341872906124699
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,115,-45.567969950406706,-58.0587205245918,0.00012884947319846584
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,116,-45.4932103685357,-57.98470539542918,0.00012353344518393832
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,117,-45.419099766110506,-57.911341443108704,0.00011824067881949002
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,118,-45.34562714465881,-57.83861762423867,0.00011297264654518228
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,119,-45.272781783774256,-57.766523171855894,0.00010773082070223791
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,120,-45.20055323180521,-57.69504758617457,0.00010251667327560597
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,121,-45.12893129692933,-57.62418062572444,9.733167562785128e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,122,-45.05790603859364,-57.55391229885899,9.21772982176177e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,123,-44.9874677593061,-57.484232855600155,8.705501034798949e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,124,-44.91760699675951,-57.41513277980832,8.196627987435382e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,125,-44.84831451626885,-57.34660278169851,7.691257295373305e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,126,-44.77958130351362,-57.2786337905955,7.18953537565114e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,127,-44.71139855756438,-57.211216948043806,6.69160842302388e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,128,-44.643757684185246,-57.14434360112374,6.197622379400609e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,129,-44.5766502893935,-57.07800529607976,5.7077229097433755e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,130,-44.5100681732706,-57.01219377215918,5.2220553730482756e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,131,-44.44400332401037,-56.946900955703875,4.740764797955665e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,132,-44.37844791219214,-56.88211895446118,4.2639958544068984e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,133,-44.31339428526897,-56.81784005210722,3.791892827326476e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,134,-44.248834962266635,-56.754056702979724,3.32459958953303e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,135,-44.18476262867397,-56.69076152700729,2.862259577350724e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,136,-44.1211701315272,-56.627947304819074,2.405015761977884e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,137,-44.05805047466949,-56.56560697304417,1.9530106234596042e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,138,-43.995396814186876,-56.50373361976219,1.5063861246606305e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,139,-43.933202454005354,-56.442320480148844,1.0652836858171074e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,140,-43.87146084164997,-56.381360932247084,6.298441574492261e-06
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,141,-43.81016556414983,-56.320848492903096,2.002077942384594e-06
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,142,-43.749310344092436,-56.260776813854676,-2.234857709985231e-06
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,143,-43.688889035813965,-56.20113967793178,-6.410975508284487e-06
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,144,-43.62889562172149,-56.14193099541757,-1.0524892341451224e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,145,-43.56932420874482,-56.08314480051231,-1.4575232048659276e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,146,-43.51016902490962,-56.024775247938166,-1.8560625745144162e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,147,-43.451424416025915,-55.966816609642656,-2.247971201494984e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,148,-43.39308484249042,-55.90926327162791,-2.6331137209749333e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,149,-43.33514487619549,-55.85210973087772,-3.0113555672446002e-05
8826733f6bac66601fcc5b53ac91cfe502fe35e8,B,comparison,150,-43.27759919754321,-55.79535059239017,-3.382563000320333e-05
acf822565702fcede400a967594e16c81a13b017,A,main,1,-73.90520994713826,-95.26167745113699,0.00046798712732665655
acf822565702fcede400a967594e16c81a13b017,A,main,2,-67.89403812453335,-89.24639332948595,0.00046841915950915196
acf822565702fcede400a967594e16c81a13b017,A,main,3,-64.37397534882308,-85.72555732181662,0.00046913923718462495
acf822565702fcede400a967594e16c81a13b017,A,main,4,-61.87583442081074,-83.227133641712,0.0004701473963845032
acf822565702fcede400a967594e16c81a13b017,A,main,5,-59.93794597879596,-81.2891011314588,0.00047144368756515443
acf822565702fcede400a967594e16c81a13b017,A,main,6,-58.354510000187936,-79.7055729101848,0.00047302817556451465
acf822565702fcede400a967594e16c81a13b017,A,main,7,-57.015708508667345,-78.36670123262556,0.00047490093959826264
acf822565702fcede400a967594e16c81a13b017,A,main,8,-55.855977733891265,-77.20690989169663,0.00047706207325117996
acf822565702fcede400a967594e16c81a13b017,A,main,9,-54.83302293194985,-76.18389820131864,0.00047951168445115944
acf822565702fcede400a967594e16c81a13b017,A,main,10,-53.917963423203645,-75.26878235169461,0.000482249895420075
acf822565702fcede400a967594e16c81a13b017,A,main,11,-53.090198748001654,-74.44096010688533,0.0004852768426979521
acf822565702fcede400a967594e16c81a13b017,A,main,12,-52.33451773256399,-73.68521922410446,0.0004885926770687784
acf822565702fcede400a967594e16c81a13b017,A,main,13,-51.63936852937029,-72.99000718104661,0.0004921975635316469
acf822565702fcede400a967594e16c81a13b017,A,main,14,-50.995771517794495,-72.34634391394582,0.0004960916812796216
acf822565702fcede400a967594e16c81a13b017,A,main,15,-50.39660812810161,-71.74711055215815,0.0005002752236612515
acf822565702fcede400a967594e16c81a13b017,A,main,16,-49.836139636297304,-71.18656816140333,0.000504748398109302
acf822565702fcede400a967594e16c81a13b017,A,main,17,-49.3096720880329,-70.66002263664134,0.0005095114261283207
acf822565702fcede400a967594e16c81a13b017,A,main,18,-48.81331713689313,-70.16358552104856,0.0005145645432185616
acf822565702fcede400a967594e16c81a13b017,A,main,19,-48.3438176276039,-69.69399957684426,0.0005199079988278826
acf822565702fcede400a967594e16c81a13b017,A,main,20,-47.89841796727654,-69.24850914834386,0.0005255420563190797
acf822565702fcede400a967594e16c81a13b017,A,main,21,-47.474766155154086,-68.82476218621076,0.0005314669928687579
acf822565702fcede400a967594e16c81a13b017,A,main,22,-47.07083862327667,-68.42073508430137,0.0005376830994423942
acf822565702fcede400a967594e16c81a13b017,A,main,23,-46.684881797268,-68.03467423779337,0.0005441906807019012
acf822565702fcede400a967594e16c81a13b017,A,main,24,-46.315366103238134,-67.66505004817537,0.0005509900549575579
acf822565702fcede400a967594e16c81a13b017,A,main,25,-45.96094936948966,-67.3105203235672,0.0005580815540842671
acf822565702fcede400a967594e16c81a13b017,A,main,26,-45.62044741029698,-66.96990086147757,0.0005654655234474601
acf822565702fcede400a967594e16c81a13b017,A,main,27,-45.292810164150296,-66.6421415862946,0.0005731423218203321
acf822565702fcede400a967594e16c81a13b017,A,main,28,-44.977102173560546,-66.32630702850844,0.0005811123213232619
acf822565702fcede400a967594e16c81a13b017,A,main,29,-44.672486491699715,-66.02156023091993,0.0005893759073082694
acf822565702fcede400a967594e16c81a13b017,A,main,30,-44.378211318389305,-65.72714938428886,0.0005979334782936283
acf822565702fcede400a967594e16c81a13b017,A,main,31,-44.09359882815279,-65.44239665512589,0.0006067854458647297
acf822565702fcede400a967594e16c81a13b017,A,main,32,-43.81803577253318,-65.16668878780456,0.000615932234588455
