CAD_commit,pair,grid,frequency_MHz,Sdd11_dB,Scd21_dB,insertion_loss_dB
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,58,-46.593485783040336,-68.05680041401342,0.0004480196708602789
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,59,-46.44583840057016,-67.90790479473516,0.0004467519400718791
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,60,-46.300700950222186,-67.76149721198637,0.0004454813050400536
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,61,-46.157990933459956,-67.61749522681558,0.00044420867464683533
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,62,-46.01762987678416,-67.4758204220767,0.00044293496930284917
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,63,-45.87954307410591,-67.33639814514375,0.0004416611207766074
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,64,-45.74365934941157,-67.19915727087694,0.00044038807200741164
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,65,-45.60991083782672,-67.06402998291331,0.00043911677694525827
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,66,-45.47823278339267,-66.93095157169097,0.0004378482003377053
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,67,-45.348563352052835,-66.7998602476477,0.0004365833175437416
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,68,-45.22084345849099,-66.6706969682217,0.00043532311437176845
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,69,-45.095016605611605,-66.54340527753818,0.000434068586853932
8826733f6bac66601fcc5b53ac91cfe502fe35e8,A,comparison,70,-44.97102873556854,-66.4179311575245,0.0004328207410792854
